院校名称,院校类型,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校网址,特殊招生,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次
遵义职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.zyzy.gov.cn/,[''],,,0,,,,
贵州亚泰职业学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.gzytvc.cn/,[''],,,0,,,,
贵州工业职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.gzky.edu.cn/,[''],,,0,,,,
贵州电力职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.csgedu.com/,[''],,,0,,,,
六盘水职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.lpszy.cn/,[''],,,0,,,,
铜仁职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.trzy.cn/,[''],,,0,,,,
贵阳中医学院时珍学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://sz.gyctcm.edu.com/,[''],,,0,,,,
贵州财经学院商务学院,财经院校（本科）,,,,贵州省教育厅,贵州,http://portal.gzife.edu.cn/,[''],,,0,,,,
贵州大学科技学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://cst.gzu.edu.cn/,[''],,,0,,,,
贵州大学明德学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://mdc.gzu.edu.cn/,[''],,,0,,,,
贵州民族学院人文科技学院,民族院校（本科）,,,,贵州省教育厅,贵州,http://www.gzmyrw.cn/,[''],,,0,,,,
贵州师范大学求是学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.gznuqsxy.cn/,[''],,,0,,,,
遵义医学院医学与科技学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://www.zmc.edu.cn/,[''],,,0,,,,
贵阳医学院神奇民族医药学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://www.gmc.edu.cn/,[''],,,0,,,,
黔西南民族职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.qxnzy.net/,[''],,,0,,,,
贵州轻工职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.gzqy.cn/,[''],,,0,,,,
云南大学,综合院校（本科）,211,,,云南省教育厅,云南,http://www.ynu.edu.cn/,['自主招生、高水平运动员'],56,63.69,4,65.06,65.82,67.34,中国高水平大学
昆明理工大学,工科院校（本科）,,,,云南省教育厅,云南,http://www.kmust.edu.cn/,['高水平运动员'],109,62.34,3,63.18,64.26,61.97,中国知名大学
云南师范大学,师范院校（本科）,,,,云南省教育厅,云南,http://www.ynnu.edu.cn/,['高水平运动员'],174,60.85,0,62.21,63.51,62.14,
云南农业大学,农业院校（本科）,,,,云南省教育厅,云南,http://www.ynau.edu.cn/,[''],201,61.07,0,61.99,63.28,60.16,
云南民族大学,民族院校（本科）,,,,云南省教育厅,云南,http://www.ynni.edu.cn/,[''],284,60.42,0,61.67,63.21,60.16,
昆明医科大学,医药院校（本科）,,,,云南省教育厅,云南,http://www.kmmc.cn/,[''],290,60.08,0,61.66,63.11,61.81,
云南财经大学,财经院校（本科）,,,,云南省教育厅,云南,http://www.ynufe.edu.cn/,['高水平运动员'],323,60.21,0,61.57,63.17,60.16,
西南林业大学,林业院校（本科）,,,,云南省教育厅,云南,http://www.swfc.edu.cn/,[''],338,60.18,0,61.52,63.06,60.33,
云南中医学院,医药院校（本科）,,,,云南省教育厅,云南,http://www.ynutcm.edu.cn/,[''],422,60.01,0,61.39,63,60,
大理学院,综合院校（本科）,,,,云南省教育厅,云南,http://www.dali.edu.cn/,[''],432,60.06,0,61.38,62.94,60,
曲靖师范学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.qjnu.edu.cn/,[''],456,60.05,0,61.36,62.9,60,
楚雄师范学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.cxtc.edu.cn/,[''],482,60.03,0,61.34,62.89,60,
玉溪师范学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.yxnu.net/,[''],495,60.01,0,61.33,62.89,60,
红河学院,综合院校（本科）,,,,云南省教育厅,云南,http://www.uoh.edu.cn/,[''],561,60.06,0,61.15,62.46,60,
昆明学院,综合院校（本科）,,,,云南省教育厅,云南,http://www.kmu.edu.cn/,[''],588,60.03,0,61.14,62.46,60,
保山学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.bsnc.cn/,[''],588,60.04,0,61.14,62.45,60,
普洱学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.peuni.cn/,[''],617,60,0,61.13,62.45,60,
昭通学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.zttc.edu.cn/,[''],617,60,0,61.13,62.45,60,
文山学院,师范院校（本科）,,,,云南省教育厅,云南,http://www.wstc.net/,[''],617,60,0,61.13,62.47,60,
云南艺术学院,艺术院校（本科）,,,,云南省教育厅,云南,http://www.ynart.edu.cn/,[''],,,0,,,,
云南警官学院,政法院校（本科）,,,,云南省教育厅,云南,http://www.ynpsc.edu.cn/,[''],,,0,,,,
昆明冶金高等专科学校,工科院校（专科）,,,,云南省教育厅,云南,http://www.kmyz.edu.cn/,[''],,,0,,,,
云南国土资源职业学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.yngtxy.net/,[''],,,0,,,,
云南交通职业技术学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.yncs.edu.cn/,[''],,,0,,,,
昆明工业职业技术学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.kmvtc.net/,[''],,,0,,,,
云南农业职业技术学院,农业院校（专科）,,,,云南省教育厅,云南,http://www.ynavc.com/,[''],,,0,,,,
云南司法警官职业学院,政法院校（专科）,,,,云南省教育厅,云南,http://www.yncpu.net/,[''],,,0,,,,
云南医学高等专科学校,医药院校（专科）,,,,云南省教育厅,云南,http://www.mvc.yn.cn/,[''],,,0,,,,
云南文化艺术职业学院,艺术院校（专科）,,,,云南省教育厅,云南,http://www.ynarts.cn/,[''],,,0,,,,
云南体育运动职业技术学院,体育院校（专科）,,,,云南省教育厅,云南,http://www.ynasc.com/,[''],,,0,,,,
云南经济管理职业学院,财经院校（专科）,,,,云南省教育厅,云南,http://www.ynjgy.com/,[''],,,0,,,,
云南科技信息职业学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.ynkexin.cn/,[''],,,0,,,,
西双版纳职业技术学院,综合院校（专科）,,,,云南省教育厅,云南,http://www.xsbnzy.com/,[''],,,0,,,,
昆明艺术职业学院,艺术院校（专科）,,,,云南省教育厅,云南,http://www.kmac.org.cn/,[''],,,0,,,,
玉溪农业职业技术学院,农业院校（专科）,,,,云南省教育厅,云南,http://www.yxnzy.net/,[''],,,0,,,,
云南能源职业技术学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.ynny.cn/,[''],,,0,,,,
云南大学滇池学院,综合院校（本科）,,,,云南省教育厅,云南,http://dcxy.ynu.edu.cn/,[''],,,0,,,,
云南大学旅游文化学院,综合院校（本科）,,,,云南省教育厅,云南,http://www.lywhxy.com/,[''],,,0,,,,
昆明理工大学津桥学院,工科院校（本科）,,,,云南省教育厅,云南,http://www.oxbridge.edu.cn/,[''],,,0,,,,
云南师范大学商学院,综合院校（本科）,,,,云南省教育厅,云南,http://www.ynnubs.com/,[''],,,0,,,,
昆明医科大学海源学院,医药院校（本科）,,,,云南省教育厅,云南,http://www.kyhyxy.com/,[''],,,0,,,,
云南艺术学院文华学院,艺术院校（本科）,,,,云南省教育厅,云南,http://whxy.ynart.edu.cn/,[''],,,0,,,,
云南热带作物职业学院,农业院校（专科）,,,,云南省教育厅,云南,http://www.ynry.cn/,[''],,,0,,,,
云南国防工业职业技术学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.ynvtc.cn/,[''],,,0,,,,
云南机电职业技术学院,工科院校（专科）,,,,云南省教育厅,云南,http://www.ynmec.com/,[''],,,0,,,,
云南林业职业技术学院,林业院校（专科）,,,,云南省教育厅,云南,http://www.ynftc.cn/,[''],,,0,,,,
云南城市建设职业学院,综合院校（专科）,,,,云南省教育厅,云南,http://www.yncjxy.com/,[''],,,0,,,,
云南工程职业学院,综合院校（专科）,,,,云南省教育厅,云南,http://www.sailingedu.com/,[''],,,0,,,,
西藏大学,综合院校（本科）,211,,,西藏自治区教育厅,西藏,http://www.utibet.edu.cn/,[''],142,60.91,0,62.53,63.07,66.74,
西藏民族学院,民族院校（本科）,,,,西藏自治区教育厅,西藏,http://www.xzmy.edu.cn/,[''],293,60.25,0,61.65,62.94,61.81,
西藏藏医学院,医药院校（本科）,,,,西藏自治区教育厅,西藏,http://www.ttmc.edu.cn/,[''],680,60.25,0,60.12,60.03,60,
西藏警官高等专科学校,政法院校（专科）,,,,西藏自治区教育厅,西藏,,[''],,,0,,,,
西安交通大学,综合院校（本科）,211,985,研,教育部,陕西,http://www.xjtu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],18,72.28,5,72.13,72.43,70.25,中国一流大学
西北工业大学,工科院校（本科）,211,985,研,工业和信息化部,陕西,http://www.nwpu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],29,67.71,4,67.82,67.43,69.95,中国高水平大学
西北大学,综合院校（本科）,211,,,陕西省教育厅,陕西,http://www.nwu.edu.cn/,['自主招生'],37,66.49,4,66.67,66.81,66.85,中国高水平大学
长安大学,工科院校（本科）,211,,,教育部,陕西,http://www.chd.edu.cn/,['自主招生、艺术特长生、高水平运动员'],43,65.76,4,65.84,66.02,65.36,中国高水平大学
西北农林科技大学,农业院校（本科）,211,985,研,教育部,陕西,http://www.nwsuaf.edu.cn/,['自主招生、艺术特长生、高水平运动员'],52,64.01,4,65.14,65.79,66.9,中国高水平大学
西安电子科技大学,工科院校（本科）,211,,研,教育部,陕西,http://www.xidian.edu.cn/,['自主招生、高水平运动员'],65,63.28,4,64.5,65.26,66.19,中国高水平大学
陕西师范大学,师范院校（本科）,211,,,教育部,陕西,http://www.snnu.edu.cn/,['自主招生、高水平运动员'],71,62.67,3,64.06,65.56,63.24,中国知名大学
西安建筑科技大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xauat.edu.cn/,['高水平运动员'],133,61.47,3,62.64,63.95,61.81,中国知名大学
西安理工大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xaut.edu.cn/,['高水平运动员'],139,61.28,3,62.54,63.89,61.81,中国知名大学
西安科技大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xust.edu.cn/,[''],199,60.55,0,62,63.42,61.81,
陕西科技大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.sust.cn/,[''],231,60.29,0,61.84,63.31,61.81,
西北政法大学,政法院校（本科）,,,,陕西省教育厅,陕西,http://www.nwupl.edu.cn/,[''],284,60.22,0,61.67,63.4,60.16,
西安工业大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xatu.cn/,['高水平运动员'],306,60.37,0,61.61,63.07,60.33,
西安石油大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xsyu.edu.cn/,[''],309,60.39,0,61.6,63.08,60.16,
西安工程大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xpu.edu.cn/,[''],333,60.2,0,61.54,63.14,60.16,
西安外国语大学,语言院校（本科）,,,,陕西省教育厅,陕西,http://www.xisu.edu.cn/,[''],349,60.08,3,61.5,63.07,60.49,中国知名大学
延安大学,综合院校（本科）,,,,陕西省教育厅,陕西,http://www.yau.edu.cn/,[''],357,60.04,0,61.49,63.16,60.16,
西安财经学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.xaufe.edu.cn/,['高水平运动员'],410,60.15,0,61.41,62.93,60,
西安邮电大学,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xupt.edu.cn/,['高水平运动员'],414,60.08,0,61.4,62.97,60,
陕西中医学院,医药院校（本科）,,,,陕西省教育厅,陕西,http://www.sntcm.edu.cn/,[''],422,60.05,0,61.39,62.98,60,
咸阳师范学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.xysfxy.cn/,[''],472,60.07,0,61.35,62.88,60,
西安医学院,医药院校（本科）,,,,陕西省教育厅,陕西,http://www.xiyi.edu.cn/,[''],516,60.03,0,61.23,62.49,60.66,
陕西理工学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.snut.edu.cn/,[''],524,60.07,0,61.19,62.52,60,
宝鸡文理学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.bjwlxy.cn/,[''],531,60.08,0,61.18,62.5,60,
西安文理学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.xawl.edu.cn/,[''],561,60.03,0,61.15,62.48,60,
渭南师范学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.wnu.edu.cn/,[''],588,60.01,0,61.14,62.46,60,
商洛学院,综合院校（本科）,,,,陕西省教育厅,陕西,http://www.slxy.cn/,[''],617,60,0,61.13,62.45,60,
榆林学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.yulinu.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
西安航空学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xaau.edu.cn/,[''],617,60,0,61.13,62.46,60,
陕西学前师范学院,师范院校（本科）,,,,陕西省教育厅,陕西,http://www.snie.edu.cn/,[''],617,60,0,61.13,62.45,60,
安康学院,综合院校（本科）,,,,陕西省教育厅,陕西,http://www.aku.edu.cn/,[''],683,60.01,0,60.03,60.05,60,
西安体育学院,体育院校（本科）,,,,陕西省教育厅,陕西,http://www.xaipe.edu.cn/,[''],,,0,,,,
西安音乐学院,艺术院校（本科）,,,,陕西省教育厅,陕西,http://www.xacom.edu.cn/,[''],,,0,,,,
西安美术学院,艺术院校（本科）,,,,陕西省教育厅,陕西,http://www.xafa.com.cn/,[''],,,0,,,,
陕西工业职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.sxpi.com.cn/,[''],,,0,,,,
杨凌职业技术学院,农业院校（专科）,,,,陕西省教育厅,陕西,http://www.ylvtc.com/,[''],,,0,,,,
西安培华学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.peihua.cn/,[''],,,0,,,,
西安电力高等专科学校,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.xaepi.edu.cn/,[''],,,0,,,,
陕西能源职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.sxny.cn/,[''],,,0,,,,
西安欧亚学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.eurasia.edu/,[''],,,0,,,,
西安外事学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.xaiu.edu.cn/,[''],,,0,,,,
西安翻译学院,语言院校（本科）,,,,陕西省教育厅,陕西,http://www.xfuedu.org/,[''],,,0,,,,
西京学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xijing.edu.cn/,[''],,,0,,,,
陕西国防工业职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.gfxy.com/,[''],,,0,,,,
西安航空职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.xihang.com.cn/,[''],,,0,,,,
陕西财经职业技术学院,财经院校（专科）,,,,陕西省教育厅,陕西,http://www.scy.cn/,[''],,,0,,,,
陕西交通职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.scct.cn/,[''],,,0,,,,
陕西职业技术学院,财经院校（专科）,,,,陕西省教育厅,陕西,http://www.spvec.com.cn/,[''],,,0,,,,
西安思源学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xasyu.cn/,[''],,,0,,,,
西安高新科技职业学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.xhtu.com.cn/,[''],,,0,,,,
陕西国际商贸学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.csiic.com/,[''],,,0,,,,
西安城市建设职业学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.xacsjsedu.com/,[''],,,0,,,,
陕西服装工程学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.sxfu.org/,[''],,,0,,,,
武警工程大学,军事院校（本科）,,,,陕西省教育厅,陕西,http://www.wjgcdx.com/,[''],,,0,,,,
空军工程大学,军事院校（本科）,,,,陕西省教育厅,陕西,http://www.afeu.cn/,[''],,,0,,,,
中国人民解放军西安通信学院,政法院校,,,,陕西省教育厅,陕西,,[''],,,0,,,,
第四军医大学,军事院校（本科）,211,,研,陕西省教育厅,陕西,http://www.fmmu.edu.cn/,[''],,,0,,,,
西安陆军学院,军事院校（本科）,,,,陕西省教育厅,陕西,,[''],,,0,,,,
陕西铁路工程职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.sxri.net/,[''],,,0,,,,
宝鸡职业技术学院,师范院校（专科）,,,,陕西省教育厅,陕西,http://www.bjvtc.com/,[''],,,0,,,,
陕西航空职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.sxhkxy.com/,[''],,,0,,,,
西安科技商贸职业学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.xikemao.com/,[''],,,0,,,,
陕西电子信息职业技术学院,工科院校（专科）,,,,陕西省教育厅,陕西,http://www.sxitu.com/,[''],,,0,,,,
西安交通大学城市学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xjtucc.cn/,[''],,,0,,,,
西北大学现代学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xdxd.cn/,[''],,,0,,,,
西安建筑科技大学华清学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.xauat-hqc.com/,[''],,,0,,,,
西安财经学院行知学院,财经院校（本科）,,,,陕西省教育厅,陕西,http://www.xcxz.com.cn/,[''],,,0,,,,
陕西科技大学镐京学院,工科院校（本科）,,,,陕西省教育厅,陕西,http://www.kdhj-edu.net/,[''],,,0,,,,
