院校名称,院校类型,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校网址,特殊招生,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次
广西民族大学,民族院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxun.edu.cn/,['高水平运动员'],243,60.32,0,61.8,63.2,61.81,
桂林理工大学,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.glut.edu.cn/,[''],268,60.7,0,61.73,63.11,60,
桂林电子科技大学,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.guet.edu.cn/,['高水平运动员'],274,60.59,0,61.71,63.14,60.16,
广西中医药大学,医药院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxtcmu.edu.cn/,['高水平运动员'],313,60.06,0,61.59,63.02,61.64,
广西师范学院,师范院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxtc.edu.cn/,['高水平运动员'],376,60.09,0,61.45,63.07,60,
广西科技大学,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxut.edu.cn/,[''],384,60.14,0,61.44,62.93,60.33,
桂林医学院,医药院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.glmc.edu.cn/,[''],472,60.01,0,61.35,62.94,60,
玉林师范学院,师范院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.ylu.edu./,[''],472,60.06,0,61.35,62.88,60,
广西财经学院,财经院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxufe.cn/,[''],531,60.12,0,61.18,62.46,60,
贺州学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.hzu.gx.cn/,[''],561,60.05,0,61.15,62.45,60,
钦州学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxqzu.edu.cn/,[''],561,60.06,0,61.15,62.45,60,
广西民族师范学院,师范院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxnun.net/,[''],588,60.03,0,61.14,62.45,60,
河池学院,师范院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.hcnu.edu.cn/,[''],617,60,0,61.13,62.46,60,
桂林航天工业学院,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.guat.edu.cn/,[''],617,60,0,61.13,62.45,60,
右江民族医学院,医药院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.ymcn.gx.cn/,[''],617,60.01,0,61.13,62.45,60,
百色学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.bsuc.cn/,[''],687,60.06,0,60.02,60,60,
梧州学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxuwz.edu.cn/,[''],695,60.01,0,60.01,60.01,60,
广西艺术学院,艺术院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxai.edu.cn/,[''],,,0,,,,
广西机电职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxcme.edu.cn/,[''],,,0,,,,
广西体育高等专科学校,体育院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxtznn.com/,[''],,,0,,,,
南宁职业技术学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.ncvt.net/,[''],,,0,,,,
柳州师范高等专科学校,师范院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxlztc.net/,[''],,,0,,,,
南宁学院,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.nnxy.cn/,[''],,,0,,,,
广西水利电力职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxsdxy.cn/,[''],,,0,,,,
桂林师范高等专科学校,师范院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.glnc.edu.cn/,[''],,,0,,,,
广西职业技术学院,农业院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxzjy.com/,[''],,,0,,,,
桂林旅游高等专科学校,财经院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.glit.edu.cn/,[''],,,0,,,,
柳州医学高等专科学校,医药院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.lzyz.cn/,[''],,,0,,,,
柳州职业技术学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.lzzy.net/,[''],,,0,,,,
广西生态工程职业技术学院,林业院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxstzy.cn/,[''],,,0,,,,
广西交通职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxjzy.com/,[''],,,0,,,,
广西工业职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxic.net/,[''],,,0,,,,
广西国际商务职业技术学院,政法院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxibvc.net/,[''],,,0,,,,
广西农业职业技术学院,农业院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxnyxy.com.cn/,[''],,,0,,,,
广西建设职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxjsxy.cn/,[''],,,0,,,,
广西警官高等专科学校,政法院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gagx.com.cn/,[''],,,0,,,,
贵港职业学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.ggzy.net/,[''],,,0,,,,
广西现代职业技术学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxxd.net.cn/,[''],,,0,,,,
北海职业学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.bhzyxy.net/,[''],,,0,,,,
北海艺术设计职业学院,艺术院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.sszss.com/,[''],,,0,,,,
桂林山水职业学院,综合院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.guolianweb.com/,[''],,,0,,,,
广西大学行健文理学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://xingjian.gxu.edu.cn/,[''],,,0,,,,
广西科技大学鹿山学院,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.lzls.gxut.edu.cn/,[''],,,0,,,,
广西民族大学相思湖学院,民族院校（本科）,,,,广西壮族自治区教育厅,广西,http://xshxy.gxun.edu.cn/,[''],,,0,,,,
广西师范大学漓江学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxljcollege.cn/,[''],,,0,,,,
广西师范学院师园学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxsyu.com/,[''],,,0,,,,
广西中医学院赛恩斯新医药学院,医药院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.gxzyxysy.com/,[''],,,0,,,,
桂林电子科技大学信息科技学院,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://iit.guet.edu.cn/,[''],,,0,,,,
桂林理工大学博文管理学院,工科院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.bwgl.cn/,[''],,,0,,,,
广西经贸职业技术学院,财经院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxjmxy.com/,[''],,,0,,,,
广西工商职业技术学院,财经院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxgsxy.com/,[''],,,0,,,,
广西演艺职业学院,艺术院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxart.cn/,[''],,,0,,,,
广西外国语学院,综合院校（本科）,,,,广西壮族自治区教育厅,广西,http://www.cndffc.com/,[''],,,0,,,,
广西电力职业技术学院,工科院校（专科）,,,,广西壮族自治区教育厅,广西,http://www.gxdlxy.com/,[''],,,0,,,,
海南大学,综合院校（本科）,211,,,海南省教育厅,海南,http://www.hainu.edu.cn/,['高水平运动员'],89,62.32,3,63.44,63.62,67.23,中国知名大学
海南师范大学,师范院校（本科）,,,,海南省教育厅,海南,http://www.hainnu.edu.cn/,['高水平运动员'],284,60.56,0,61.67,63.02,60.33,
海南医学院,医药院校（本科）,,,,海南省教育厅,海南,http://www.hainmc.edu.cn/,[''],432,60.05,0,61.38,62.91,60.16,
琼州学院,综合院校（本科）,,,,海南省教育厅,海南,http://www.qzu.edu.cn/,['高水平运动员'],683,60.04,0,60.03,60,60.16,
海南职业技术学院,综合院校（专科）,,,,海南省教育厅,海南,http://www.hcvt.cn/,[''],,,0,,,,
海口经济学院,财经院校（本科）,,,,海南省教育厅,海南,http://www.hkc.edu.cn/,[''],,,0,,,,
三亚城市职业学院,语言院校（专科）,,,,海南省教育厅,海南,http://www.sycsxy.cn/,[''],,,0,,,,
海南软件职业技术学院,工科院校（专科）,,,,海南省教育厅,海南,http://www.hnspi.edu.cn/,[''],,,0,,,,
海南政法职业学院,政法院校（专科）,,,,海南省教育厅,海南,http://www.hnplc.com/,[''],,,0,,,,
海南外国语职业学院,综合院校（专科）,,,,海南省教育厅,海南,http://www.hnflvc.com/,[''],,,0,,,,
琼台师范高等专科学校,师范院校（专科）,,,,海南省教育厅,海南,http://www.qttc.edu.cn/,[''],,,0,,,,
海南经贸职业技术学院,财经院校（专科）,,,,海南省教育厅,海南,http://www.hceb.edu.cn/,[''],,,0,,,,
海南工商职业学院,财经院校（专科）,,,,海南省教育厅,海南,http://www.hntbc.edu.cn/,[''],,,0,,,,
重庆大学,综合院校（本科）,211,985,研,教育部,重庆,http://www.cqu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],33,66.1,4,67.26,67.66,70.27,中国高水平大学
西南大学,综合院校（本科）,211,,,教育部,重庆,http://www.swnu.edu.cn/,['自主招生、高水平运动员'],50,63.15,4,65.15,66.45,67.72,中国高水平大学
西南政法大学,政法院校（本科）,,,,重庆市教育委员会,重庆,http://www.swupl.edu.cn/,['自主招生、高水平运动员'],122,61.4,4,62.9,64.82,60.77,中国高水平大学
重庆医科大学,医药院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqmu.edu.cn/,[''],126,61.87,3,62.8,63.86,61.97,中国知名大学
重庆邮电大学,工科院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqupt.edu.cn/,['高水平运动员'],211,60.8,0,61.96,63.09,61.81,
重庆交通大学,工科院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqjtu.edu.cn/,[''],218,61.07,0,61.93,63.16,60.16,
重庆工商大学,综合院校（本科）,,,,重庆市教育委员会,重庆,http://www.ctbu.edu.cn/,['高水平运动员'],224,60.7,0,61.89,62.99,61.97,
重庆师范大学,师范院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqnu.edu.cn/,['高水平运动员'],253,60.56,0,61.77,63.25,60.33,
重庆理工大学,工科院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqut.edu.cn/,[''],268,60.68,0,61.73,63,60.49,
四川外国语大学,语言院校（本科）,,,,重庆市教育委员会,重庆,http://www.sisu.edu.cn/,[''],367,60.04,3,61.47,63.12,60.16,中国知名大学
重庆文理学院,综合院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqwu.net/,['高水平运动员'],441,60.1,0,61.37,62.89,60,
重庆三峡学院,综合院校（本科）,,,,重庆市教育委员会,重庆,http://www.sanxiau.net/,[''],441,60.1,0,61.37,62.89,60,
长江师范学院,师范院校（本科）,,,,重庆市教育委员会,重庆,http://www.yznu.cn/,[''],472,60.06,0,61.35,62.89,60,
重庆科技学院,工科院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqust.cn/,['高水平运动员'],544,60.09,0,61.17,62.46,60,
重庆第二师范学院,师范院校（本科）,,,,重庆市教育委员会,重庆,http://www.cque.edu.cn/,[''],617,60.02,0,61.13,62.45,60,
四川美术学院,艺术院校（本科）,,,,重庆市教育委员会,重庆,http://www.scfai.edu.cn/,[''],,,0,,,,
重庆航天职业技术学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqepc.cn/,[''],,,0,,,,
重庆电力高等专科学校,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqepc.com.cn/,[''],,,0,,,,
重庆工业职业技术学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqipc.net/,[''],,,0,,,,
重庆三峡职业学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqsxedu.com/,[''],,,0,,,,
重庆工贸职业技术学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqgmy.cn/,[''],,,0,,,,
重庆机电职业技术学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqevi.net.cn/,[''],,,0,,,,
重庆正大软件职业技术学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.zdsoft.com.cn/,[''],,,0,,,,
重庆电子工程职业学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqcet.com/,[''],,,0,,,,
重庆海联职业技术学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.hailian.cn/,[''],,,0,,,,
重庆信息技术职业学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqeec.com/,[''],,,0,,,,
重庆传媒职业学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqcmxy.com/,[''],,,0,,,,
重庆警察学院,政法院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqjy.com.cn/,[''],,,0,,,,
重庆城市管理职业学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cswu.cn/,[''],,,0,,,,
重庆工程职业技术学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqvie.edu.cn/,[''],,,0,,,,
重庆房地产职业学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqbyxy.com/,[''],,,0,,,,
重庆人文科技学院,综合院校（本科）,,,,重庆市教育委员会,重庆,http://www.swuyc.edu.cn/,[''],,,0,,,,
四川外语学院重庆南方翻译学院,语言院校（本科）,,,,重庆市教育委员会,重庆,http://www.tcsisu.com/,[''],,,0,,,,
重庆师范大学涉外商贸学院,财经院校（本科）,,,,重庆市教育委员会,重庆,http://www.swsm.edu.cn/,[''],,,0,,,,
重庆工商大学融智学院,财经院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqrz.edu.cn/,[''],,,0,,,,
重庆工商大学派斯学院,财经院校（本科）,,,,重庆市教育委员会,重庆,http://www.paisi.edu.cn/,[''],,,0,,,,
重庆邮电大学移通学院,工科院校（本科）,,,,重庆市教育委员会,重庆,http://www.cqytu.com/,[''],,,0,,,,
重庆城市职业学院,综合院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqcvc.com.cn/,[''],,,0,,,,
重庆水利电力职业技术学院,工科院校（专科）,,,,重庆市教育委员会,重庆,http://www.cqsdzy.com/,[''],,,0,,,,
四川大学,综合院校（本科）,211,985,研,教育部,四川,http://www.scu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],13,75.42,5,74.05,73.48,70.92,中国一流大学
电子科技大学,工科院校（本科）,211,985,研,教育部,四川,http://www.uestc.edu.cn/,['自主招生、艺术特长生、高水平运动员'],42,64.84,4,65.89,66.12,69.2,中国高水平大学
西南交通大学,工科院校（本科）,211,,研,教育部,四川,http://www.swjtu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],61,62.4,4,64.73,66.02,68.71,中国高水平大学
西南财经大学,财经院校（本科）,211,,,教育部,四川,http://www.swufe.edu.cn/,['自主招生、高水平运动员'],97,61.3,4,63.39,64.97,65.04,中国高水平大学
四川农业大学,农业院校（本科）,211,,,四川省教育厅,四川,http://www.sicau.edu.cn/,['自主招生'],117,61.53,3,62.96,63.96,64.44,中国知名大学
成都理工大学,工科院校（本科）,,,,四川省教育厅,四川,http://www.cdut.edu.cn/,[''],154,61.17,3,62.37,63.6,61.97,中国知名大学
西南石油大学,工科院校（本科）,,,,四川省教育厅,四川,http://www.swpu.edu.cn/,['高水平运动员'],158,61.06,0,62.34,63.66,61.81,
四川师范大学,师范院校（本科）,,,,四川省教育厅,四川,http://www.sicnu.edu.cn/,['高水平运动员'],178,60.66,0,62.16,63.57,62.14,
成都中医药大学,医药院校（本科）,,,,四川省教育厅,四川,http://www.cdutcm.edu.cn/,['高水平运动员'],197,60.83,3,62.01,63.56,60.16,中国知名大学
西南科技大学,工科院校（本科）,,,,四川省教育厅,四川,http://www.swust.edu.cn/,[''],236,60.86,0,61.82,63.1,60.16,
西华大学,综合院校（本科）,,,,四川省教育厅,四川,http://www.xhu.edu.cn/,['高水平运动员'],258,60.17,0,61.76,63.22,61.92,
成都信息工程学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.cuit.edu.cn/,[''],300,60.14,0,61.62,62.96,61.81,
西华师范大学,师范院校（本科）,,,,四川省教育厅,四川,http://www.cwnu.edu.cn/,['高水平运动员'],309,60.21,0,61.6,63.24,60.16,
四川理工学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.suse.edu.cn/,[''],333,60.02,0,61.54,62.96,61.64,
西南民族大学,民族院校（本科）,,,,国家民族事务委员会,四川,http://www.swun.cn/,[''],338,60.47,0,61.52,62.84,60.16,
泸州医学院,医药院校（本科）,,,,四川省教育厅,四川,http://www.lzmc.edu.cn/,[''],338,60.2,0,61.52,63.08,60.16,
成都学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.cdu.edu.cn/,['高水平运动员'],441,60.06,0,61.37,62.93,60,
绵阳师范学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.mnu.cn/,[''],456,60.06,0,61.36,62.92,60,
宜宾学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.yibinu.cn/,[''],456,60.04,0,61.36,62.89,60.16,
中国民用航空飞行学院,工科院校（本科）,,,,中国民用航空总局,四川,http://www.cafuc.edu.cn/,[''],472,60,0,61.35,62.9,60.16,
攀枝花学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.pzhu.edu.cn/,[''],495,60,0,61.33,62.89,60,
川北医学院,医药院校（本科）,,,,四川省教育厅,四川,http://www.gotonsmc.cn/,[''],524,60.1,0,61.19,62.49,60,
乐山师范学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.lstc.edu.cn/,[''],531,60.06,0,61.18,62.5,60,
成都工业学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.cec.edu.cn/,[''],561,60,0,61.15,62.51,60,
内江师范学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.njtc.edu.cn/,[''],617,60.02,0,61.13,62.45,60,
西昌学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.xcc.sc.cn/,[''],617,60,0,61.13,62.47,60,
四川民族学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.scun.edu.cn/,[''],617,60,0,61.13,62.45,60,
四川旅游学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.shic.edu.cn/,[''],617,60,0,61.13,62.46,60,
成都师范学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.cdnu.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
成都医学院,医药院校（本科）,,,,四川省教育厅,四川,http://www.cmc.edu.cn/,[''],683,60.07,0,60.03,60.01,60,
四川文理学院,综合院校（本科）,,,,四川省教育厅,四川,http://www.sasu.cn/,[''],687,60.01,0,60.02,60.03,60,
阿坝师范高等专科学校,师范院校（专科）,,,,四川省教育厅,四川,http://www.abtc.edu.cn/,[''],,,0,,,,
成都体育学院,体育院校（本科）,,,,四川省教育厅,四川,http://www.cdsu.edu.cn/,[''],,,0,,,,
四川音乐学院,艺术院校（本科）,,,,四川省教育厅,四川,http://www.sccm.cn/,[''],,,0,,,,
成都纺织高等专科学校,工科院校（专科）,,,,四川省教育厅,四川,http://www.cdtc.edu.cn/,[''],,,0,,,,
民办四川天一学院,财经院校（专科）,,,,四川省教育厅,四川,http://www.tianyi.org/,[''],,,0,,,,
成都航空职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.cdavtc.edu.cn/,[''],,,0,,,,
四川电力职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scdyedu.cn/,[''],,,0,,,,
四川警察学院,政法院校（本科）,,,,四川省教育厅,四川,http://www.scpolicec.edu.cn/,[''],,,0,,,,
成都职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.cdvtc.com/,[''],,,0,,,,
成都东软学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.ccniit.com/,[''],,,0,,,,
四川化工职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.sccvtc.cn/,[''],,,0,,,,
四川水利职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.swcvc.net.cn/,[''],,,0,,,,
南充职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.nczy.com/,[''],,,0,,,,
内江职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.njvtc.cn/,[''],,,0,,,,
四川航天职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.sacvt.com/,[''],,,0,,,,
四川邮电职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.sptpc.com/,[''],,,0,,,,
武警成都指挥学院,军事院校（本科）,,,,四川省教育厅,四川,,[''],,,0,,,,
四川机电职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scemi.com/,[''],,,0,,,,
绵阳职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.myvtc.edu.cn/,[''],,,0,,,,
四川交通职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.svtcc.net/,[''],,,0,,,,
四川工商职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.sctbc.net/,[''],,,0,,,,
四川工程职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scetc.net/,[''],,,0,,,,
四川建筑职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scatc.net/,[''],,,0,,,,
达州职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.dzvtc.com/,[''],,,0,,,,
四川托普信息技术职业学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scetop.com/,[''],,,0,,,,
四川国际标榜职业学院,艺术院校（专科）,,,,四川省教育厅,四川,http://www.pivotpoint.edu.cn/,[''],,,0,,,,
成都农业科技职业学院,农业院校（专科）,,,,四川省教育厅,四川,http://www.cdnkxy.com/,[''],,,0,,,,
宜宾职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.ybzy.cn/,[''],,,0,,,,
泸州职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.lzy.edu.cn/,[''],,,0,,,,
眉山职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.msvtc.net/,[''],,,0,,,,
成都艺术职业学院,艺术院校（专科）,,,,四川省教育厅,四川,http://www.cdartpro.com/,[''],,,0,,,,
四川职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.scvtc.edu.cn/,[''],,,0,,,,
乐山职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.lszyxy.com/,[''],,,0,,,,
雅安职业技术学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.yazjy.com/,[''],,,0,,,,
电子科技大学成都学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.cduestc.cn/,[''],,,0,,,,
成都理工大学工程技术学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.cdutetc.cn/,[''],,,0,,,,
四川传媒学院,艺术院校（本科）,,,,四川省教育厅,四川,http://www.scmc.edu.cn/,[''],,,0,,,,
成都信息工程学院银杏酒店管理学院,财经院校（本科）,,,,四川省教育厅,四川,http://www.yihms.com/,[''],,,0,,,,
四川师范大学文理学院,师范院校（本科）,,,,四川省教育厅,四川,http://www.scnucas.com/,[''],,,0,,,,
四川师范大学成都学院,工科院校（本科）,,,,四川省教育厅,四川,http://www.cdxy.edu.cn/,[''],,,0,,,,
四川外语学院成都学院,语言院校（本科）,,,,四川省教育厅,四川,http://www.cisisu.edu.cn/,[''],,,0,,,,
四川商务职业学院,财经院校（专科）,,,,四川省教育厅,四川,http://www.scsw.net.cn/,[''],,,0,,,,
四川司法警官职业学院,政法院校（专科）,,,,四川省教育厅,四川,http://www.sjpopc.net/,[''],,,0,,,,
广安职业技术学院,师范院校（专科）,,,,四川省教育厅,四川,http://www.gavtc.cn/,[''],,,0,,,,
四川信息职业技术学院,工科院校（专科）,,,,四川省教育厅,四川,http://www.scitc.com.cn/,[''],,,0,,,,
四川工业管理职业学院,综合院校（专科）,,,,四川省教育厅,四川,http://www.scjavc.cn/,[''],,,0,,,,
贵州大学,综合院校（本科）,211,,,贵州省教育厅,贵州,http://www.gzu.edu.cn/,['自主招生、高水平运动员'],100,61.88,3,63.34,64.23,65.42,中国知名大学
贵州师范大学,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.gznu.edu.cn/,['高水平运动员'],196,60.83,0,62.02,63.2,61.81,
贵阳医学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://www.gmc.edu.cn/,[''],248,60.35,0,61.78,63.12,61.81,
贵州财经大学,财经院校（本科）,,,,贵州省教育厅,贵州,http://www.gzife.edu.cn/,[''],349,60.23,0,61.5,63.05,60,
遵义医学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://www.zmc.edu.cn/,[''],376,60.12,0,61.45,63.04,60,
贵州民族大学,民族院校（本科）,,,,贵州省教育厅,贵州,http://www.gznc.edu.cn/,[''],384,60.21,0,61.44,62.95,60,
贵阳中医学院,医药院校（本科）,,,,贵州省教育厅,贵州,http://www.gyctcm.edu.cn/,[''],441,60,0,61.37,62.99,60,
贵州师范学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.gznc.edu.cn/,[''],456,60.09,0,61.36,62.45,61.81,
遵义师范学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.zync.edu.cn/,[''],547,60.08,0,61.16,62.45,60,
凯里学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://www.kluniv.cn/,[''],561,60.06,0,61.15,62.45,60,
铜仁学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://www.gztrc.edu.cn/,[''],561,60.04,0,61.15,62.47,60,
贵阳学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://www.gyu.cn/,[''],588,60.03,0,61.14,62.46,60,
黔南民族师范学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.sgmtu.edu.cn/,[''],588,60.03,0,61.14,62.46,60,
安顺学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://www.asu.edu.cn/,[''],588,60.03,0,61.14,62.45,60,
毕节学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.gzbjc.cn/,[''],617,60.01,0,61.13,62.45,60,
六盘水师范学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.lpssz.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
兴义民族师范学院,师范院校（本科）,,,,贵州省教育厅,贵州,http://www.xynun.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
贵州理工学院,综合院校（本科）,,,,贵州省教育厅,贵州,http://www.git.edu.cn/,[''],679,60,0,60.17,60,61.64,
黔南民族医学高等专科学校,医药院校（专科）,,,,贵州省教育厅,贵州,http://www.qnmc.cn/,[''],,,0,,,,
贵州商业高等专科学校,财经院校（专科）,,,,贵州省教育厅,贵州,http://www.gycc.net/,[''],,,0,,,,
贵州警官职业学院,政法院校（专科）,,,,贵州省教育厅,贵州,http://www.gzjgxy.cn/,[''],,,0,,,,
贵州交通职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.gzjtzy.net/,[''],,,0,,,,
贵州航天职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.gzhtzy.com/,[''],,,0,,,,
贵州电子信息职业技术学院,工科院校（专科）,,,,贵州省教育厅,贵州,http://www.gzeic.com/,[''],,,0,,,,
安顺职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.asotc.cn/,[''],,,0,,,,
黔东南民族职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.qdnpt.com/,[''],,,0,,,,
黔南民族职业技术学院,综合院校（专科）,,,,贵州省教育厅,贵州,http://www.qnzy.net/,[''],,,0,,,,
